,mmr,planet1,planet2,m1,m2,m,q,a
2139,6R+1S-7,Mercury,Saturn,6,1,-7,0,0.4286063007047518
2140,6R+1S-6,Mercury,Saturn,6,1,-6,1,0.3867473965868885
2141,6R+1S-5,Mercury,Saturn,6,1,-5,2,0.3424837174193081
2142,6R+1S-4,Mercury,Saturn,6,1,-4,3,0.2951435298997307
2143,6R+1S-3,Mercury,Saturn,6,1,-3,4,0.24363561592771665
2144,6R+1S-2,Mercury,Saturn,6,1,-2,5,0.18592876719197637
2145,6R+1S-1,Mercury,Saturn,6,1,-1,6,0.11712777642704225
2146,6R+2S-7,Mercury,Saturn,6,2,-7,1,0.4282181585639254
2147,6R+2S-5,Mercury,Saturn,6,2,-5,3,0.34217355845702135
2148,6R+2S-3,Mercury,Saturn,6,2,-3,5,0.24341496780986366
2149,6R+3S-7,Mercury,Saturn,6,3,-7,2,0.4278308938942928
2150,6R+3S-5,Mercury,Saturn,6,3,-5,4,0.3418641006826623
2151,6R+3S-4,Mercury,Saturn,6,3,-4,5,0.2946095511149121
2152,6R+4S-7,Mercury,Saturn,6,4,-7,3,0.4274445035267145
2153,6R+4S-5,Mercury,Saturn,6,4,-5,5,0.3415553415636045
2154,6R+5S-7,Mercury,Saturn,6,5,-7,4,0.4270589843077661
2155,6R+5S-6,Mercury,Saturn,6,5,-6,5,0.3853511806814104
2156,6R+5S-5,Mercury,Saturn,6,5,-5,6,0.34124727857978115
2157,6R+6S-7,Mercury,Saturn,6,6,-7,5,0.42667433309963915
2158,7R-7S-6,Mercury,Saturn,7,-7,-6,6,0.3512090301540678
2159,7R-7S-5,Mercury,Saturn,7,-7,-5,5,0.3110127781159539
2160,7R-7S-4,Mercury,Saturn,7,-7,-4,4,0.2680227156495881
2161,7R-7S-3,Mercury,Saturn,7,-7,-3,3,0.2212478952418219
2162,7R-7S-2,Mercury,Saturn,7,-7,-2,2,0.16884375447197728
2163,7R-7S-1,Mercury,Saturn,7,-7,-1,1,0.10636490395323384
2164,7R-6S-7,Mercury,Saturn,7,-6,-7,6,0.3889164066281151
2165,7R-6S-6,Mercury,Saturn,7,-6,-6,5,0.35093374562635876
2166,7R-6S-5,Mercury,Saturn,7,-6,-5,4,0.31076899645921086
2167,7R-6S-4,Mercury,Saturn,7,-6,-4,3,0.2678126277559429
2168,7R-6S-3,Mercury,Saturn,7,-6,-3,2,0.22107446885629556
2169,7R-6S-2,Mercury,Saturn,7,-6,-2,1,0.1687114033594487
2170,7R-6S-1,Mercury,Saturn,7,-6,-1,0,0.10628152671841727
2171,7R-5S-7,Mercury,Saturn,7,-5,-7,5,0.3886119287206858
2172,7R-5S-6,Mercury,Saturn,7,-5,-6,4,0.3506589998404186
2173,7R-5S-5,Mercury,Saturn,7,-5,-5,3,0.31052569190794727
2174,7R-5S-4,Mercury,Saturn,7,-5,-4,2,0.26760295103937226
2175,7R-5S-3,Mercury,Saturn,7,-5,-3,1,0.22090138190643543
2176,7R-5S-2,Mercury,Saturn,7,-5,-2,0,0.16857931129732984
2177,7R-5S-1,Mercury,Saturn,7,-5,-1,1,0.10619831268298335
2178,7R-4S-7,Mercury,Saturn,7,-4,-7,4,0.38830804600521895
2179,7R-4S-6,Mercury,Saturn,7,-4,-6,3,0.3503847911114684
2180,7R-4S-5,Mercury,Saturn,7,-4,-5,2,0.31028286297005914
2181,7R-4S-4,Mercury,Saturn,7,-4,-4,1,0.26739368421389115
2182,7R-4S-3,Mercury,Saturn,7,-4,-3,0,0.22072863333057852
2183,7R-4S-2,Mercury,Saturn,7,-4,-2,1,0.16844747747533967
2184,7R-4S-1,Mercury,Saturn,7,-4,-1,2,0.10611526133643648
2185,7R-3S-7,Mercury,Saturn,7,-3,-7,3,0.3880047566225978
2186,7R-3S-6,Mercury,Saturn,7,-3,-6,2,0.3501111177619644
2187,7R-3S-5,Mercury,Saturn,7,-3,-5,1,0.3100405081598508
2188,7R-3S-4,Mercury,Saturn,7,-3,-4,0,0.26718482599903814
2189,7R-3S-3,Mercury,Saturn,7,-3,-3,1,0.22055622207162195
2190,7R-3S-2,Mercury,Saturn,7,-3,-2,2,0.16831590108667777
2191,7R-3S-1,Mercury,Saturn,7,-3,-1,3,0.10603237217047405
2192,7R-2S-7,Mercury,Saturn,7,-2,-7,2,0.3877020587216803
2193,7R-2S-6,Mercury,Saturn,7,-2,-6,1,0.3498379781215587
2194,7R-2S-5,Mercury,Saturn,7,-2,-5,0,0.3097986259979998
2195,7R-2S-4,Mercury,Saturn,7,-2,-4,1,0.26697637511984496
2196,7R-2S-3,Mercury,Saturn,7,-2,-3,2,0.22038414707699835
2197,7R-2S-2,Mercury,Saturn,7,-2,-2,3,0.1681845813280055
2198,7R-2S-1,Mercury,Saturn,7,-2,-1,4,0.10594964467897464
2199,7R-1S-7,Mercury,Saturn,7,-1,-7,1,0.3873999504592554
2200,7R-1S-6,Mercury,Saturn,7,-1,-6,0,0.3495653705270597
2201,7R-1S-5,Mercury,Saturn,7,-1,-5,1,0.3095572150115222
2202,7R-1S-4,Mercury,Saturn,7,-1,-4,2,0.26676833030680647
2203,7R-1S-3,Mercury,Saturn,7,-1,-3,3,0.2202124072986507
2204,7R-1S-2,Mercury,Saturn,7,-1,-2,4,0.16805351739942695
2205,7R-1S-1,Mercury,Saturn,7,-1,-1,5,0.10586707835798592
2206,7R+1S-7,Mercury,Saturn,7,1,-7,1,0.38679749549860615
2207,7R+1S-6,Mercury,Saturn,7,1,-6,2,0.3490217448585649
2208,7R+1S-5,Mercury,Saturn,7,1,-5,3,0.30907580070423735
2209,7R+1S-4,Mercury,Saturn,7,1,-4,4,0.2663534538283116
2210,7R+1S-3,Mercury,Saturn,7,1,-3,5,0.2198699292209614
2211,7R+1S-2,Mercury,Saturn,7,1,-2,6,0.16779215385006904
2212,7R+2S-7,Mercury,Saturn,7,2,-7,2,0.3864971451176903
2213,7R+2S-6,Mercury,Saturn,7,2,-6,3,0.348750723493619
2214,7R+2S-5,Mercury,Saturn,7,2,-5,4,0.30883579446884507
2215,7R+2S-4,Mercury,Saturn,7,2,-4,5,0.2661466196508947
2216,7R+2S-3,Mercury,Saturn,7,2,-3,6,0.21969918884783854
2217,7R+3S-7,Mercury,Saturn,7,3,-7,3,0.3861973770455225
2218,7R+3S-6,Mercury,Saturn,7,3,-6,4,0.3484802275926033
2219,7R+3S-5,Mercury,Saturn,7,3,-5,5,0.30859625357958853
2220,7R+3S-4,Mercury,Saturn,7,3,-4,6,0.26594018651565304
2221,7R+4S-7,Mercury,Saturn,7,4,-7,4,0.38589818947808924
2222,7R+4S-6,Mercury,Saturn,7,4,-6,5,0.34821025552752916
2223,7R+4S-5,Mercury,Saturn,7,4,-5,6,0.3083571765946629
2224,7R+5S-7,Mercury,Saturn,7,5,-7,5,0.38559958061905203
2225,7R+5S-6,Mercury,Saturn,7,5,-6,6,0.34794080567733454
2226,7R+6S-7,Mercury,Saturn,7,6,-7,6,0.3853015486797056
2227,1R-6U-1,Mercury,Uranus,1,-6,-1,6,0.39159841401245865
2228,1R-5U-2,Mercury,Uranus,1,-5,-2,6,0.6204168133310196
2229,1R-5U-1,Mercury,Uranus,1,-5,-1,5,0.39083934243918755
2230,1R-4U-3,Mercury,Uranus,1,-4,-3,6,0.8114031255397041
2231,1R-4U-2,Mercury,Uranus,1,-4,-2,5,0.6192179664342912
2232,1R-4U-1,Mercury,Uranus,1,-4,-1,4,0.3900839379327729
2233,1R-3U-4,Mercury,Uranus,1,-3,-4,6,0.9810491958359956
2234,1R-3U-3,Mercury,Uranus,1,-3,-3,5,0.8098399446648628
2235,1R-3U-2,Mercury,Uranus,1,-3,-2,4,0.618024890751076
2236,1R-3U-1,Mercury,Uranus,1,-3,-1,3,0.389332172241885
2237,1R-2U-5,Mercury,Uranus,1,-2,-5,6,1.1362183753231394
2238,1R-2U-4,Mercury,Uranus,1,-2,-4,5,0.979164785834618
2239,1R-2U-3,Mercury,Uranus,1,-2,-3,4,0.80828427012915
2240,1R-2U-2,Mercury,Uranus,1,-2,-2,3,0.6168375419858235
2241,1R-2U-1,Mercury,Uranus,1,-2,-1,2,0.3885840174135161
2242,1R-1U-6,Mercury,Uranus,1,-1,-6,6,1.2806069878097048
2243,1R-1U-5,Mercury,Uranus,1,-1,-5,5,1.1340422038652722
2244,1R-1U-4,Mercury,Uranus,1,-1,-4,4,0.9772893942079854
2245,1R-1U-3,Mercury,Uranus,1,-1,-3,3,0.8067360444826751
2246,1R-1U-2,Mercury,Uranus,1,-1,-2,2,0.6156558763088283
2247,1R-1U-1,Mercury,Uranus,1,-1,-1,1,0.38783944578898405
2248,1R+1U-7,Mercury,Uranus,1,1,-7,5,1.4138006330331658
2249,1R+1U-6,Mercury,Uranus,1,1,-6,4,1.275727515619083
2250,1R+1U-5,Mercury,Uranus,1,1,-5,3,1.1297209464572988
2251,1R+1U-4,Mercury,Uranus,1,1,-4,2,0.9735653916321668
2252,1R+1U-3,Mercury,Uranus,1,1,-3,1,0.8036617130626963
2253,1R+1U-2,Mercury,Uranus,1,1,-2,0,0.6133094211928294
2254,1R+1U-1,Mercury,Uranus,1,1,-1,1,0.38636094265920984
2255,1R+2U-7,Mercury,Uranus,1,2,-7,4,1.4111163046958894
2256,1R+2U-6,Mercury,Uranus,1,2,-6,3,1.2733051462838112
2257,1R+2U-5,Mercury,Uranus,1,2,-5,2,1.1275757032716711
2258,1R+2U-4,Mercury,Uranus,1,2,-4,1,0.9717166452474267
2259,1R+2U-3,Mercury,Uranus,1,2,-3,0,0.8021354953703107
2260,1R+2U-2,Mercury,Uranus,1,2,-2,1,0.6121445463682151
2261,1R+2U-1,Mercury,Uranus,1,2,-1,2,0.38562695666716906
2262,1R+3U-7,Mercury,Uranus,1,3,-7,3,1.4084446729062492
2263,1R+3U-6,Mercury,Uranus,1,3,-6,2,1.2708942380440962
2264,1R+3U-5,Mercury,Uranus,1,3,-5,1,1.125440613636837
2265,1R+3U-4,Mercury,Uranus,1,3,-4,0,0.9698766463474195
2266,1R+3U-3,Mercury,Uranus,1,3,-3,1,0.8006165027137517
2267,1R+3U-2,Mercury,Uranus,1,3,-2,2,0.6109851838487035
2268,1R+3U-1,Mercury,Uranus,1,3,-1,3,0.3848964455115166
2269,1R+4U-7,Mercury,Uranus,1,4,-7,2,1.4057856419582433
2270,1R+4U-6,Mercury,Uranus,1,4,-6,1,1.2684947044756127
2271,1R+4U-5,Mercury,Uranus,1,4,-5,0,1.123315600962224
2272,1R+4U-4,Mercury,Uranus,1,4,-4,1,0.9680453289599381
2273,1R+4U-3,Mercury,Uranus,1,4,-3,2,0.7991046805770803
2274,1R+4U-2,Mercury,Uranus,1,4,-2,3,0.6098312920425858
2275,1R+4U-1,Mercury,Uranus,1,4,-1,4,0.3841693829550488
2276,1R+5U-7,Mercury,Uranus,1,5,-7,1,1.4031391171341712
2277,1R+5U-6,Mercury,Uranus,1,5,-6,0,1.2661064600469487
2278,1R+5U-5,Mercury,Uranus,1,5,-5,1,1.1212005894489767
2279,1R+5U-4,Mercury,Uranus,1,5,-4,2,0.9662226277945137
2280,1R+5U-3,Mercury,Uranus,1,5,-3,3,0.7975999750081088
2281,1R+5U-2,Mercury,Uranus,1,5,-2,4,0.6086828297881834
2282,1R+5U-1,Mercury,Uranus,1,5,-1,5,0.3834457430320962
2283,1R+6U-7,Mercury,Uranus,1,6,-7,0,1.4005050046916963
2284,1R+6U-6,Mercury,Uranus,1,6,-6,1,1.2637294201079103
2285,1R+6U-5,Mercury,Uranus,1,6,-5,2,1.1190955040795774
2286,1R+6U-4,Mercury,Uranus,1,6,-4,3,0.9644084782334813
2287,1R+6U-3,Mercury,Uranus,1,6,-3,4,0.7961023326110068
2288,1R+6U-2,Mercury,Uranus,1,6,-2,5,0.6075397563482078
2289,1R+6U-1,Mercury,Uranus,1,6,-1,6,0.382725500044958
2290,2R-7U-1,Mercury,Uranus,2,-7,-1,6,0.24550068707303943
2291,2R-6U-1,Mercury,Uranus,2,-6,-1,5,0.2452641453437806
2292,2R-5U-3,Mercury,Uranus,2,-5,-3,6,0.5096782563751205
2293,2R-5U-2,Mercury,Uranus,2,-5,-2,5,0.38895764520540516
2294,2R-5U-1,Mercury,Uranus,2,-5,-1,4,0.24502817246385442
2295,2R-4U-3,Mercury,Uranus,2,-4,-3,5,0.5091887169024399
2296,2R-4U-1,Mercury,Uranus,2,-4,-1,3,0.24479276624800492
2297,2R-3U-5,Mercury,Uranus,2,-3,-5,6,0.7150892758992521
2298,2R-3U-4,Mercury,Uranus,2,-3,-4,5,0.6162460014826239
2299,2R-3U-3,Mercury,Uranus,2,-3,-3,4,0.508700350742968
2300,2R-3U-2,Mercury,Uranus,2,-3,-2,3,0.388211285418049
2301,2R-3U-1,Mercury,Uranus,2,-3,-1,2,0.2445579245225001
2302,2R-2U-5,Mercury,Uranus,2,-2,-5,5,0.7144045841590513
2303,2R-2U-3,Mercury,Uranus,2,-2,-3,3,0.5082131534059596
2304,2R-2U-1,Mercury,Uranus,2,-2,-1,1,0.24432364512505494
2305,2R-1U-7,Mercury,Uranus,2,-1,-7,6,0.8931962476399986
2306,2R-1U-6,Mercury,Uranus,2,-1,-6,5,0.8059647072047957
2307,2R-1U-5,Mercury,Uranus,2,-1,-5,4,0.7137215278029331
2308,2R-1U-4,Mercury,Uranus,2,-1,-4,3,0.6150671610574924
2309,2R-1U-3,Mercury,Uranus,2,-1,-3,2,0.5077271204242586
2310,2R-1U-2,Mercury,Uranus,2,-1,-2,1,0.3874684951143293
2311,2R-1U-1,Mercury,Uranus,2,-1,-1,0,0.24408992590475462
2312,2R+1U-7,Mercury,Uranus,2,1,-7,4,0.891492764532035
2313,2R+1U-6,Mercury,Uranus,2,1,-6,3,0.804427548489553
2314,2R+1U-5,Mercury,Uranus,2,1,-5,2,0.7123602963316873
2315,2R+1U-4,Mercury,Uranus,2,1,-4,1,0.6138939388359537
2316,2R+1U-3,Mercury,Uranus,2,1,-3,0,0.5067585297751548
2317,2R+1U-2,Mercury,Uranus,2,1,-2,1,0.3867292469931401
2318,2R+1U-1,Mercury,Uranus,2,1,-1,2,0.24362415944832538
2319,2R+2U-7,Mercury,Uranus,2,2,-7,3,0.8906440629888887
2320,2R+2U-5,Mercury,Uranus,2,2,-5,1,0.7116821088422753
2321,2R+2U-3,Mercury,Uranus,2,2,-3,1,0.5062759632899738
2322,2R+2U-1,Mercury,Uranus,2,2,-1,3,0.24339210796653765
2323,2R+3U-7,Mercury,Uranus,2,3,-7,2,0.8897973778567895
2324,2R+3U-6,Mercury,Uranus,2,3,-6,1,0.8028976976575527
2325,2R+3U-5,Mercury,Uranus,2,3,-5,0,0.7110055319879447
2326,2R+3U-4,Mercury,Uranus,2,3,-4,1,0.6127262921259484
2327,2R+3U-3,Mercury,Uranus,2,3,-3,2,0.505794543524235
2328,2R+3U-2,Mercury,Uranus,2,3,-2,3,0.38599351365811013
2329,2R+3U-1,Mercury,Uranus,2,3,-1,4,0.24316060817042803
2330,2R+4U-7,Mercury,Uranus,2,4,-7,1,0.8889527014887487
2331,2R+4U-5,Mercury,Uranus,2,4,-5,1,0.7103305596619278
2332,2R+4U-3,Mercury,Uranus,2,4,-3,3,0.5053142661263909
2333,2R+4U-1,Mercury,Uranus,2,4,-1,5,0.24292965796480578
2334,2R+5U-7,Mercury,Uranus,2,5,-7,0,0.8881100262775725
2335,2R+5U-6,Mercury,Uranus,2,5,-6,1,0.8013750993330996
2336,2R+5U-5,Mercury,Uranus,2,5,-5,2,0.7096571857892249
2337,2R+5U-4,Mercury,Uranus,2,5,-4,3,0.6115641786799488
2338,2R+5U-3,Mercury,Uranus,2,5,-3,4,0.5048351267675568
2339,2R+5U-2,Mercury,Uranus,2,5,-2,5,0.38526126838102576
2340,2R+5U-1,Mercury,Uranus,2,5,-1,6,0.24269925526540365
2341,2R+6U-7,Mercury,Uranus,2,6,-7,1,0.8872693446555998
2342,2R+6U-5,Mercury,Uranus,2,6,-5,3,0.7089854043263938
2343,2R+6U-3,Mercury,Uranus,2,6,-3,5,0.504357121141362
2344,3R-7U-2,Mercury,Uranus,3,-7,-2,6,0.29673528673255256
2345,3R-7U-1,Mercury,Uranus,3,-7,-1,5,0.18693160051724225
2346,3R-6U-2,Mercury,Uranus,3,-6,-2,5,0.2965452562887814
2347,3R-6U-1,Mercury,Uranus,3,-6,-1,4,0.18681187672494143
2348,3R-5U-4,Mercury,Uranus,3,-5,-4,6,0.4704346665430417
2349,3R-5U-3,Mercury,Uranus,3,-5,-3,5,0.388335430095704
2350,3R-5U-2,Mercury,Uranus,3,-5,-2,4,0.29635552972082924
2351,3R-5U-1,Mercury,Uranus,3,-5,-1,3,0.18669234442402083
2352,3R-4U-5,Mercury,Uranus,3,-4,-5,6,0.5455419260159152
2353,3R-4U-4,Mercury,Uranus,3,-4,-4,5,0.47013402526265885
2354,3R-4U-3,Mercury,Uranus,3,-4,-3,4,0.38808723989206806
2355,3R-4U-2,Mercury,Uranus,3,-4,-2,3,0.29616610625214757
2356,3R-4U-1,Mercury,Uranus,3,-4,-1,2,0.18657300312496147
2357,3R-3U-5,Mercury,Uranus,3,-3,-5,5,0.5451936464752143
2358,3R-3U-4,Mercury,Uranus,3,-3,-4,4,0.4698338636838024
2359,3R-3U-2,Mercury,Uranus,3,-3,-2,2,0.2959769851089131
2360,3R-3U-1,Mercury,Uranus,3,-3,-1,1,0.18645385233996326
2361,3R-2U-7,Mercury,Uranus,3,-2,-7,6,0.6818547718816907
2362,3R-2U-6,Mercury,Uranus,3,-2,-6,5,0.6152632431491468
2363,3R-2U-5,Mercury,Uranus,3,-2,-5,4,0.5448459220028548
2364,3R-2U-4,Mercury,Uranus,3,-2,-4,3,0.4695341805835545
2365,3R-2U-3,Mercury,Uranus,3,-2,-3,2,0.3875920467763805
2366,3R-2U-2,Mercury,Uranus,3,-2,-2,1,0.29578816552001574
2367,3R-2U-1,Mercury,Uranus,3,-2,-1,0,0.18633489158293706
2368,3R-1U-7,Mercury,Uranus,3,-1,-7,5,0.6814203721231278
2369,3R-1U-6,Mercury,Uranus,3,-1,-6,4,0.614871235026035
2370,3R-1U-5,Mercury,Uranus,3,-1,-5,3,0.5444987511855367
2371,3R-1U-4,Mercury,Uranus,3,-1,-4,2,0.46923497474327813
2372,3R-1U-3,Mercury,Uranus,3,-1,-3,1,0.38734504184772334
2373,3R-1U-2,Mercury,Uranus,3,-1,-2,0,0.29559964671704664
2374,3R-1U-1,Mercury,Uranus,3,-1,-1,1,0.18621612036949736
2375,3R+1U-7,Mercury,Uranus,3,1,-7,3,0.6805536430498141
2376,3R+1U-6,Mercury,Uranus,3,1,-6,2,0.6140890875371608
2377,3R+1U-5,Mercury,Uranus,3,1,-5,1,0.5438060648875065
2378,3R+1U-4,Mercury,Uranus,3,1,-4,0,0.46863798998938255
2379,3R+1U-3,Mercury,Uranus,3,1,-3,1,0.3868522101996538
2380,3R+1U-2,Mercury,Uranus,3,1,-2,2,0.29522350840869066
2381,3R+1U-1,Mercury,Uranus,3,1,-1,3,0.18597914464430731
2382,3R+2U-7,Mercury,Uranus,3,2,-7,2,0.68012131023245
2383,3R+2U-6,Mercury,Uranus,3,2,-6,1,0.6136989450090666
2384,3R+2U-5,Mercury,Uranus,3,2,-5,0,0.5434605466048104
2385,3R+2U-4,Mercury,Uranus,3,2,-4,1,0.4683402086597232
2386,3R+2U-3,Mercury,Uranus,3,2,-3,2,0.38660638141680753
2387,3R+2U-2,Mercury,Uranus,3,2,-2,3,0.29503588737988357
2388,3R+2U-1,Mercury,Uranus,3,2,-1,4,0.18586093917223523
2389,3R+3U-7,Mercury,Uranus,3,3,-7,1,0.6796896629030391
2390,3R+3U-5,Mercury,Uranus,3,3,-5,1,0.5431155763731442
2391,3R+3U-4,Mercury,Uranus,3,3,-4,2,0.4680428997579176
2392,3R+3U-2,Mercury,Uranus,3,3,-2,4,0.2948485640901404
2393,3R+3U-1,Mercury,Uranus,3,3,-1,5,0.18574292132309123
2394,3R+4U-7,Mercury,Uranus,3,4,-7,0,0.6792586993254851
2395,3R+4U-6,Mercury,Uranus,3,4,-6,1,0.6129205145210214
2396,3R+4U-5,Mercury,Uranus,3,4,-5,2,0.5427711528036935
2397,3R+4U-4,Mercury,Uranus,3,4,-4,3,0.4677460620864497
2398,3R+4U-3,Mercury,Uranus,3,4,-3,4,0.3861158929380672
2399,3R+4U-2,Mercury,Uranus,3,4,-2,5,0.2946615377843786
2400,3R+4U-1,Mercury,Uranus,3,4,-1,6,0.18562509062089416
2401,3R+5U-7,Mercury,Uranus,3,5,-7,1,0.678828417769727
2402,3R+5U-6,Mercury,Uranus,3,5,-6,2,0.6125322234316664
2403,3R+5U-5,Mercury,Uranus,3,5,-5,3,0.5424272745124755
2404,3R+5U-4,Mercury,Uranus,3,5,-4,4,0.46744969445197176
2405,3R+5U-3,Mercury,Uranus,3,5,-3,5,0.3858712312680283
2406,3R+5U-2,Mercury,Uranus,3,5,-2,6,0.29447480771014567
2407,3R+6U-7,Mercury,Uranus,3,6,-7,2,0.6783988165117136
2408,3R+6U-5,Mercury,Uranus,3,6,-5,4,0.5420839401203187
2409,3R+6U-4,Mercury,Uranus,3,6,-4,5,0.4671537956652859
2410,4R-7U-3,Mercury,Uranus,4,-7,-3,6,0.32061521883667365
2411,4R-7U-2,Mercury,Uranus,4,-7,-2,5,0.24467527495936967
2412,4R-7U-1,Mercury,Uranus,4,-7,-1,4,0.15413579774607872
2413,4R-6U-3,Mercury,Uranus,4,-6,-3,5,0.3204614578888697
2414,4R-6U-1,Mercury,Uranus,4,-6,-1,3,0.15406186603522673
2415,4R-5U-5,Mercury,Uranus,4,-5,-5,6,0.45026329807494964
2416,4R-5U-4,Mercury,Uranus,4,-5,-4,5,0.3880252542713869
2417,4R-5U-3,Mercury,Uranus,4,-5,-3,4,0.3203078811110511
2418,4R-5U-2,Mercury,Uranus,4,-5,-2,3,0.24444071466746783
2419,4R-5U-1,Mercury,Uranus,4,-5,-1,2,0.15398802290664196
2420,4R-4U-5,Mercury,Uranus,4,-4,-5,5,0.45004769660894717
2421,4R-4U-3,Mercury,Uranus,4,-4,-3,3,0.32015448815061737
2422,4R-4U-1,Mercury,Uranus,4,-4,-1,1,0.15391426819064394
2423,4R-3U-7,Mercury,Uranus,4,-3,-7,6,0.562949055401225
2424,4R-3U-6,Mercury,Uranus,4,-3,-6,5,0.5079699916489757
2425,4R-3U-5,Mercury,Uranus,4,-3,-5,4,0.4498323529710051
2426,4R-3U-4,Mercury,Uranus,4,-3,-4,3,0.38765385954490394
2427,4R-3U-3,Mercury,Uranus,4,-3,-3,2,0.3200012786558953
2428,4R-3U-2,Mercury,Uranus,4,-3,-2,1,0.24420671562675175
2429,4R-3U-1,Mercury,Uranus,4,-3,-1,0,0.15384060171799874
2430,4R-2U-7,Mercury,Uranus,4,-2,-7,5,0.5626799135123765
2431,4R-2U-5,Mercury,Uranus,4,-2,-5,3,0.44961726666837654
2432,4R-2U-3,Mercury,Uranus,4,-2,-3,1,0.31984825227613606
2433,4R-2U-1,Mercury,Uranus,4,-2,-1,1,0.15376702331991748
2434,4R-1U-7,Mercury,Uranus,4,-1,-7,4,0.5624110929187692
2435,4R-1U-6,Mercury,Uranus,4,-1,-6,3,0.5074845391770733
2436,4R-1U-5,Mercury,Uranus,4,-1,-5,2,0.449402437209608
2437,4R-1U-4,Mercury,Uranus,4,-1,-4,1,0.387283352073558
2438,4R-1U-3,Mercury,Uranus,4,-1,-3,0,0.31969540866151175
2439,4R-1U-2,Mercury,Uranus,4,-1,-2,1,0.24397327569196323
2440,4R-1U-1,Mercury,Uranus,4,-1,-1,2,0.15369353282805484
2441,4R+1U-7,Mercury,Uranus,4,1,-7,2,0.5618744131672734
2442,4R+1U-6,Mercury,Uranus,4,1,-6,1,0.5070002444036289
2443,4R+1U-5,Mercury,Uranus,4,1,-5,0,0.44897354686427876
2444,4R+1U-4,Mercury,Uranus,4,1,-4,1,0.38691372845301375
2445,4R+1U-3,Mercury,Uranus,4,1,-3,2,0.3193902683329435
2446,4R+1U-2,Mercury,Uranus,4,1,-2,3,0.24374039272910056
2447,4R+1U-1,Mercury,Uranus,4,1,-1,4,0.15354681489181307
2448,4R+2U-7,Mercury,Uranus,4,2,-7,1,0.5616065527883908
2449,4R+2U-5,Mercury,Uranus,4,2,-5,1,0.4487594850012397
2450,4R+2U-3,Mercury,Uranus,4,2,-3,3,0.31923797092392187
2451,4R+2U-1,Mercury,Uranus,4,2,-1,5,0.15347358711294787
2452,4R+3U-7,Mercury,Uranus,4,3,-7,0,0.561339011262751
2453,4R+3U-6,Mercury,Uranus,4,3,-6,1,0.5065171029197729
2454,4R+3U-5,Mercury,Uranus,4,3,-5,2,0.44854567802909545
2455,4R+3U-4,Mercury,Uranus,4,3,-4,3,0.38654498520122477
2456,4R+3U-3,Mercury,Uranus,4,3,-3,4,0.31908585488987357
2457,4R+3U-2,Mercury,Uranus,4,3,-2,5,0.24350806461534366
2458,4R+3U-1,Mercury,Uranus,4,3,-1,6,0.15340044657132615
2459,4R+4U-7,Mercury,Uranus,4,4,-7,1,0.5610717879838415
2460,4R+4U-5,Mercury,Uranus,4,4,-5,3,0.44833212546279533
2461,4R+4U-3,Mercury,Uranus,4,4,-3,5,0.31893391988553044
2462,4R+5U-7,Mercury,Uranus,4,5,-7,2,0.5608048823467345
2463,4R+5U-6,Mercury,Uranus,4,5,-6,3,0.5060351103396789
2464,4R+5U-5,Mercury,Uranus,4,5,-5,4,0.4481188268185565
2465,4R+5U-4,Mercury,Uranus,4,5,-4,5,0.3861771189501303
2466,4R+5U-3,Mercury,Uranus,4,5,-3,6,0.3187821655665271
2467,4R+6U-7,Mercury,Uranus,4,6,-7,3,0.5605382937480812
2468,4R+6U-5,Mercury,Uranus,4,6,-5,5,0.44790578161385997
2469,5R-7U-4,Mercury,Uranus,5,-7,-4,6,0.33448627794965896
2470,5R-7U-3,Mercury,Uranus,5,-7,-3,5,0.2761123956780106
2471,5R-7U-2,Mercury,Uranus,5,-7,-2,4,0.21071322829475478
2472,5R-7U-1,Mercury,Uranus,5,-7,-1,3,0.13274103107818522
2473,5R-6U-5,Mercury,Uranus,5,-6,-5,6,0.3879880747754117
2474,5R-6U-4,Mercury,Uranus,5,-6,-4,5,0.3343580629890344
2475,5R-6U-3,Mercury,Uranus,5,-6,-3,4,0.2760065501723511
2476,5R-6U-2,Mercury,Uranus,5,-6,-2,3,0.21063244819629431
2477,5R-6U-1,Mercury,Uranus,5,-6,-1,2,0.13269013975270486
2478,5R-5U-6,Mercury,Uranus,5,-5,-6,6,0.43796498434601633
2479,5R-5U-4,Mercury,Uranus,5,-5,-4,4,0.3342299707907148
2480,5R-5U-3,Mercury,Uranus,5,-5,-3,3,0.2759008060242258
2481,5R-5U-2,Mercury,Uranus,5,-5,-2,2,0.21055174546294786
2482,5R-5U-1,Mercury,Uranus,5,-5,-1,1,0.1326392971735209
2483,5R-4U-7,Mercury,Uranus,5,-4,-7,6,0.48518144897802784
2484,5R-4U-6,Mercury,Uranus,5,-4,-6,5,0.43779731283005147
2485,5R-4U-5,Mercury,Uranus,5,-4,-5,4,0.38769095903506146
2486,5R-4U-4,Mercury,Uranus,5,-4,-4,3,0.3341020011667954
2487,5R-4U-3,Mercury,Uranus,5,-4,-3,2,0.2757951630784613
2488,5R-4U-2,Mercury,Uranus,5,-4,-2,1,0.21047111997624926
2489,5R-4U-1,Mercury,Uranus,5,-4,-1,0,0.13258850326597496
2490,5R-3U-7,Mercury,Uranus,5,-3,-7,5,0.4849958155231389
2491,5R-3U-6,Mercury,Uranus,5,-3,-6,4,0.43762980165523224
2492,5R-3U-5,Mercury,Uranus,5,-3,-5,3,0.38754261429608033
