,mmr,planet,m1,m,q,a
508,20R+1,Mercury,20,1,21,0.05253733988741152
509,20R+3,Mercury,20,3,23,0.10928207080598425
510,21R-25,Mercury,21,-25,4,0.43481236500023357
511,21R-23,Mercury,21,-23,2,0.4113016364329473
512,21R-22,Mercury,21,-22,1,0.3992917471385682
513,21R-20,Mercury,21,-20,1,0.3747099371245234
514,21R-19,Mercury,21,-19,2,0.36211313697268094
515,21R-17,Mercury,21,-17,4,0.336233639060924
516,21R-16,Mercury,21,-16,5,0.32291523489629564
517,21R-13,Mercury,21,-13,8,0.28117116582388435
518,21R-11,Mercury,21,-11,10,0.2515380386345915
519,21R-10,Mercury,21,-10,11,0.23605246869398572
520,21R-8,Mercury,21,-8,13,0.20342385088879522
521,21R-5,Mercury,21,-5,16,0.14870373709360157
522,21R-4,Mercury,21,-4,17,0.12814899589273449
523,21R-2,Mercury,21,-2,19,0.08072880872407391
524,21R-1,Mercury,21,-1,20,0.050855962722198805
525,21R+1,Mercury,21,1,22,0.050855962722198805
526,21R+2,Mercury,21,2,23,0.08072880872407391
527,21R+4,Mercury,21,4,25,0.12814899589273449
528,22R-25,Mercury,22,-25,3,0.42153434184996097
529,22R-23,Mercury,22,-23,1,0.3987415689419992
530,22R-21,Mercury,22,-21,1,0.3752774646165261
531,22R-19,Mercury,22,-19,3,0.3510551565591329
532,22R-17,Mercury,22,-17,5,0.32596595027670794
533,22R-15,Mercury,22,-15,7,0.29987053562775023
534,22R-13,Mercury,22,-13,9,0.2725849397882088
535,22R-9,Mercury,22,-9,13,0.21332150007763875
536,22R-7,Mercury,22,-7,15,0.18041458736307944
537,22R-5,Mercury,22,-5,17,0.14416271705232508
538,22R-3,Mercury,22,-3,19,0.1025542806081021
539,22R-1,Mercury,22,-1,21,0.04930295571340688
540,22R+1,Mercury,22,1,23,0.04930295571340688
541,22R+3,Mercury,22,3,25,0.1025542806081021
542,23R-25,Mercury,23,-25,2,0.4092256605052848
543,23R-24,Mercury,23,-24,1,0.3982389006344137
544,23R-22,Mercury,23,-22,1,0.37579526736090396
545,23R-21,Mercury,23,-21,2,0.3643194707611952
546,23R-20,Mercury,23,-20,3,0.35265998361751844
547,23R-19,Mercury,23,-19,4,0.340804447121016
548,23R-18,Mercury,23,-18,5,0.3287389693936526
549,23R-17,Mercury,23,-17,6,0.3164478384342364
550,23R-16,Mercury,23,-16,7,0.303913160996663
551,23R-15,Mercury,23,-15,8,0.2911144023753542
552,23R-14,Mercury,23,-14,9,0.2780277913465549
553,23R-13,Mercury,23,-13,10,0.2646255380737809
554,23R-12,Mercury,23,-12,11,0.2508747868981453
555,23R-11,Mercury,23,-11,12,0.23673618389943732
556,23R-10,Mercury,23,-10,13,0.22216186840764626
557,23R-9,Mercury,23,-9,14,0.2070925737299047
558,23R-8,Mercury,23,-8,15,0.19145329443989265
559,23R-7,Mercury,23,-7,16,0.1751465333866521
560,23R-6,Mercury,23,-6,17,0.1580412124504319
561,23R-5,Mercury,23,-5,18,0.13995320724538418
562,23R-4,Mercury,23,-4,19,0.1206080178682709
563,23R-3,Mercury,23,-3,20,0.09955972515860342
564,23R-2,Mercury,23,-2,21,0.07597829024916576
565,23R-1,Mercury,23,-1,22,0.04786332360997316
566,23R+1,Mercury,23,1,24,0.04786332360997316
567,23R+2,Mercury,23,2,25,0.07597829024916576
568,24R-25,Mercury,24,-25,1,0.3977778425084868
569,24R-23,Mercury,24,-23,1,0.37626960668521914
570,24R-19,Mercury,24,-19,5,0.3312706674496154
571,24R-17,Mercury,24,-17,7,0.30759541882936053
572,24R-13,Mercury,24,-13,11,0.25722281314828893
573,24R-11,Mercury,24,-11,13,0.2301136452658849
574,24R-7,Mercury,24,-7,17,0.17024692461210753
575,24R-5,Mercury,24,-5,19,0.13603810856209278
576,24R-1,Mercury,24,-1,23,0.04652437869451437
577,24R+1,Mercury,24,1,25,0.04652437869451437
578,1V-25,Venus,1,-25,24,6.18430772962827
579,1V-24,Venus,1,-24,23,6.018273410301611
580,1V-23,Venus,1,-23,22,5.849916180280812
581,1V-22,Venus,1,-22,21,5.679100313084467
582,1V-21,Venus,1,-21,20,5.505675563699026
583,1V-20,Venus,1,-20,19,5.329474842617386
584,1V-19,Venus,1,-19,18,5.150311380815695
585,1V-18,Venus,1,-18,17,4.96797524119322
586,1V-17,Venus,1,-17,16,4.782228980549799
587,1V-16,Venus,1,-16,15,4.592802192234844
588,1V-15,Venus,1,-15,14,4.399384551284187
589,1V-14,Venus,1,-14,13,4.201616821762746
590,1V-13,Venus,1,-13,12,3.999079037580511
591,1V-12,Venus,1,-12,11,3.791274676830802
592,1V-11,Venus,1,-11,10,3.577609014459842
593,1V-10,Venus,1,-10,9,3.357358769549405
594,1V-9,Venus,1,-9,8,3.1296282908679482
595,1V-8,Venus,1,-8,7,2.8932840799999995
596,1V-7,Venus,1,-7,6,2.6468527386656397
597,1V-6,Venus,1,-6,5,2.388353385636255
598,1V-5,Venus,1,-5,4,2.1150034929022232
599,1V-4,Venus,1,-4,3,1.822654757858861
600,1V-3,Venus,1,-3,2,1.5045683525754028
601,1V-2,Venus,1,-2,1,1.148200548058711
602,1V-1,Venus,1,-1,0,0.72332102
603,1V+1,Venus,1,1,2,0.72332102
604,1V+2,Venus,1,2,3,1.148200548058711
605,1V+3,Venus,1,3,4,1.5045683525754028
606,1V+4,Venus,1,4,5,1.822654757858861
607,1V+5,Venus,1,5,6,2.1150034929022232
608,1V+6,Venus,1,6,7,2.388353385636255
609,1V+7,Venus,1,7,8,2.6468527386656397
610,1V+8,Venus,1,8,9,2.8932840799999995
611,1V+9,Venus,1,9,10,3.1296282908679482
612,1V+10,Venus,1,10,11,3.357358769549405
613,1V+11,Venus,1,11,12,3.577609014459842
614,1V+12,Venus,1,12,13,3.791274676830802
615,1V+13,Venus,1,13,14,3.999079037580511
616,1V+14,Venus,1,14,15,4.201616821762746
617,1V+15,Venus,1,15,16,4.399384551284187
618,1V+16,Venus,1,16,17,4.592802192234844
619,1V+17,Venus,1,17,18,4.782228980549799
620,1V+18,Venus,1,18,19,4.96797524119322
621,1V+19,Venus,1,19,20,5.150311380815695
622,1V+20,Venus,1,20,21,5.329474842617386
623,1V+21,Venus,1,21,22,5.505675563699026
624,1V+22,Venus,1,22,23,5.679100313084467
625,1V+23,Venus,1,23,24,5.849916180280812
626,1V+24,Venus,1,24,25,6.018273410301611
627,2V-25,Venus,2,-25,23,3.8958697437931145
628,2V-23,Venus,2,-23,21,3.685216267828203
629,2V-21,Venus,2,-21,19,3.4683582682981124
630,2V-19,Venus,2,-19,17,3.244492861101413
631,2V-17,Venus,2,-17,15,3.012615479005996
632,2V-15,Venus,2,-15,13,2.7714386013726293
633,2V-13,Venus,2,-13,11,2.5192619298205083
634,2V-11,Venus,2,-11,9,2.2537524528058035
635,2V-9,Venus,2,-9,7,1.9715422810055219
636,2V-7,Venus,2,-7,5,1.6674127407083668
637,2V-5,Venus,2,-5,3,1.3323687106543465
638,2V-3,Venus,2,-3,1,0.9478186692077005
639,2V-1,Venus,2,-1,1,0.45566368946471525
640,2V+1,Venus,2,1,3,0.45566368946471525
641,2V+3,Venus,2,3,5,0.9478186692077005
642,2V+5,Venus,2,5,7,1.3323687106543465
643,2V+7,Venus,2,7,9,1.6674127407083668
644,2V+9,Venus,2,9,11,1.9715422810055219
645,2V+11,Venus,2,11,13,2.2537524528058035
646,2V+13,Venus,2,13,15,2.5192619298205083
647,2V+15,Venus,2,15,17,2.7714386013726293
648,2V+17,Venus,2,17,19,3.012615479005996
649,2V+19,Venus,2,19,21,3.244492861101413
650,2V+21,Venus,2,21,23,3.4683582682981124
651,2V+23,Venus,2,23,25,3.685216267828203
652,3V-25,Venus,3,-25,22,2.9731050552350524
653,3V-23,Venus,3,-23,20,2.8123463657814525
654,3V-22,Venus,3,-22,19,2.7302266620929134
655,3V-20,Venus,3,-20,17,2.562144267243023
656,3V-19,Venus,3,-19,16,2.476011458643597
657,3V-17,Venus,3,-17,14,2.299055897436528
658,3V-16,Venus,3,-16,13,2.2079889960858754
659,3V-14,Venus,3,-14,11,2.0199266852612334
660,3V-13,Venus,3,-13,10,1.9225566745252856
661,3V-11,Venus,3,-11,8,1.7199350212775393
662,3V-10,Venus,3,-10,7,1.6140497475834796
663,3V-8,Venus,3,-8,5,1.3909459070524217
664,3V-7,Venus,3,-7,4,1.272474075002502
665,3V-5,Venus,3,-5,2,1.0167876262789663
666,3V-4,Venus,3,-4,1,0.8762410137802319
667,3V-2,Venus,3,-2,1,0.551997249021469
668,3V-1,Venus,3,-1,2,0.34773647676310543
669,3V+1,Venus,3,1,4,0.34773647676310543
670,3V+2,Venus,3,2,5,0.551997249021469
671,3V+4,Venus,3,4,7,0.8762410137802319
672,3V+5,Venus,3,5,8,1.0167876262789663
673,3V+7,Venus,3,7,10,1.272474075002502
674,3V+8,Venus,3,8,11,1.3909459070524217
675,3V+10,Venus,3,10,13,1.6140497475834796
676,3V+11,Venus,3,11,14,1.7199350212775393
677,3V+13,Venus,3,13,16,1.9225566745252856
678,3V+14,Venus,3,14,17,2.0199266852612334
679,3V+16,Venus,3,16,19,2.2079889960858754
680,3V+17,Venus,3,17,20,2.299055897436528
681,3V+19,Venus,3,19,22,2.476011458643597
682,3V+20,Venus,3,20,23,2.562144267243023
683,3V+22,Venus,3,22,25,2.7302266620929134
684,4V-25,Venus,4,-25,21,2.4542441489267457
685,4V-23,Venus,4,-23,19,2.321540774625888
686,4V-21,Venus,4,-21,17,2.184928795402861
687,4V-19,Venus,4,-19,15,2.0439024259676564
688,4V-17,Venus,4,-17,13,1.8978288286193903
689,4V-15,Venus,4,-15,11,1.7458969161802909
690,4V-13,Venus,4,-13,9,1.5870355677898198
691,4V-11,Venus,4,-11,7,1.4197750782711167
692,4V-9,Venus,4,-9,5,1.241993810298305
693,4V-7,Venus,4,-7,3,1.0504042054406866
694,4V-5,Venus,4,-5,1,0.8393396923873514
695,4V-3,Venus,4,-3,1,0.5970883464090638
696,4V-1,Venus,4,-1,3,0.2870501370146778
697,4V+1,Venus,4,1,5,0.2870501370146778
698,4V+3,Venus,4,3,7,0.5970883464090638
699,4V+5,Venus,4,5,9,0.8393396923873514
700,4V+7,Venus,4,7,11,1.0504042054406866
701,4V+9,Venus,4,9,13,1.241993810298305
702,4V+11,Venus,4,11,15,1.4197750782711167
703,4V+13,Venus,4,13,17,1.5870355677898198
704,4V+15,Venus,4,15,19,1.7458969161802909
705,4V+17,Venus,4,17,21,1.8978288286193903
706,4V+19,Venus,4,19,23,2.0439024259676564
707,4V+21,Venus,4,21,25,2.184928795402861
708,5V-24,Venus,5,-24,19,2.058220554427938
709,5V-23,Venus,5,-23,18,2.0006431916710015
710,5V-22,Venus,5,-22,17,1.9422249868277075
711,5V-21,Venus,5,-21,16,1.8829145568262
712,5V-19,Venus,5,-19,14,1.7613817158180172
713,5V-18,Venus,5,-18,13,1.6990236332251538
714,5V-17,Venus,5,-17,12,1.6354993056480758
715,5V-16,Venus,5,-16,11,1.5707162553131175
716,5V-14,Venus,5,-14,9,1.4369327404732974
717,5V-13,Venus,5,-13,8,1.3676657926243339
718,5V-12,Venus,5,-12,7,1.2965977009250278
719,5V-11,Venus,5,-11,6,1.2235250722680107
720,5V-9,Venus,5,-9,4,1.0703178198846188
721,5V-8,Venus,5,-8,3,0.9894892367405232
722,5V-7,Venus,5,-7,2,0.905210903502717
723,5V-6,Venus,5,-6,1,0.8168053683203699
724,5V-4,Venus,5,-4,1,0.6233391590068984
725,5V-3,Venus,5,-3,2,0.5145551386069845
726,5V-2,Venus,5,-2,3,0.3926790638282794
727,5V-1,Venus,5,-1,4,0.24737230918513084
728,5V+1,Venus,5,1,6,0.24737230918513084
729,5V+2,Venus,5,2,7,0.3926790638282794
730,5V+3,Venus,5,3,8,0.5145551386069845
731,5V+4,Venus,5,4,9,0.6233391590068984
732,5V+6,Venus,5,6,11,0.8168053683203699
733,5V+7,Venus,5,7,12,0.905210903502717
734,5V+8,Venus,5,8,13,0.9894892367405232
735,5V+9,Venus,5,9,14,1.0703178198846188
736,5V+11,Venus,5,11,16,1.2235250722680107
737,5V+12,Venus,5,12,17,1.2965977009250278
738,5V+13,Venus,5,13,18,1.3676657926243339
739,5V+14,Venus,5,14,19,1.4369327404732974
740,5V+16,Venus,5,16,21,1.5707162553131175
741,5V+17,Venus,5,17,22,1.6354993056480758
742,5V+18,Venus,5,18,23,1.6990236332251538
743,5V+19,Venus,5,19,24,1.7613817158180172
744,6V-25,Venus,6,-25,19,1.8729388213197509
745,6V-23,Venus,6,-23,17,1.7716671929216994
746,6V-19,Venus,6,-19,13,1.5597894782629889
747,6V-17,Venus,6,-17,11,1.4483144600326152
748,6V-13,Venus,6,-13,7,1.2111348119251468
749,6V-11,Venus,6,-11,5,1.083491168879479
750,6V-7,Venus,6,-7,1,0.80160843627058
751,6V-5,Venus,6,-5,1,0.6405360668107557
752,6V-1,Venus,6,-1,5,0.219060253445058
753,6V+1,Venus,6,1,7,0.219060253445058
754,6V+5,Venus,6,5,11,0.6405360668107557
755,6V+7,Venus,6,7,13,0.80160843627058
756,6V+11,Venus,6,11,17,1.083491168879479
757,6V+13,Venus,6,13,19,1.2111348119251468
758,6V+17,Venus,6,17,23,1.4483144600326152
759,6V+19,Venus,6,19,25,1.5597894782629889
760,7V-25,Venus,7,-25,18,1.690022157123748
761,7V-24,Venus,7,-24,17,1.6446489818594114
762,7V-23,Venus,7,-23,16,1.5986410111234155
763,7V-22,Venus,7,-22,15,1.5519611541416736
764,7V-20,Venus,7,-20,13,1.4564169448919668
765,7V-19,Venus,7,-19,12,1.4074558916214095
766,7V-18,Venus,7,-18,11,1.3576278220170988
767,7V-17,Venus,7,-17,10,1.3068678485787892
768,7V-16,Venus,7,-16,9,1.2551020756902032
769,7V-15,Venus,7,-15,8,1.2022456990226622
770,7V-13,Venus,7,-13,6,1.0928518561941651
771,7V-12,Venus,7,-12,5,1.0360639359664219
772,7V-11,Venus,7,-11,4,0.9776742633611182
773,7V-10,Venus,7,-10,3,0.9174851831464854
774,7V-9,Venus,7,-9,2,0.8552519354411366
775,7V-8,Venus,7,-8,1,0.7906647624644176
776,7V-6,Venus,7,-6,1,0.6526793809805145
777,7V-5,Venus,7,-5,2,0.5779794476064549
778,7V-4,Venus,7,-4,3,0.49808758881952475
779,7V-3,Venus,7,-3,4,0.41116224546485286
780,7V-2,Venus,7,-2,5,0.3137755189225508
781,7V-1,Venus,7,-1,6,0.1976661906161044
782,7V+1,Venus,7,1,8,0.1976661906161044
783,7V+2,Venus,7,2,9,0.3137755189225508
784,7V+3,Venus,7,3,10,0.41116224546485286
785,7V+4,Venus,7,4,11,0.49808758881952475
786,7V+5,Venus,7,5,12,0.5779794476064549
787,7V+6,Venus,7,6,13,0.6526793809805145
788,7V+8,Venus,7,8,15,0.7906647624644176
789,7V+9,Venus,7,9,16,0.8552519354411366
790,7V+10,Venus,7,10,17,0.9174851831464854
791,7V+11,Venus,7,11,18,0.9776742633611182
792,7V+12,Venus,7,12,19,1.0360639359664219
793,7V+13,Venus,7,13,20,1.0928518561941651
794,7V+15,Venus,7,15,22,1.2022456990226622
795,7V+16,Venus,7,16,23,1.2551020756902032
796,7V+17,Venus,7,17,24,1.3068678485787892
797,7V+18,Venus,7,18,25,1.3576278220170988
798,8V-25,Venus,8,-25,17,1.5460769324070676
799,8V-23,Venus,8,-23,15,1.462479045070203
800,8V-21,Venus,8,-21,13,1.3764188909247568
801,8V-19,Venus,8,-19,11,1.287577845203924
802,8V-17,Venus,8,-17,9,1.1955572451374499
803,8V-15,Venus,8,-15,7,1.099846137821047
804,8V-13,Venus,8,-13,5,0.9997697593951279
805,8V-11,Venus,8,-11,3,0.8944022536149606
806,8V-9,Venus,8,-9,1,0.7824070727169873
807,8V-7,Venus,8,-7,1,0.6617131846664099
808,8V-5,Venus,8,-5,3,0.5287508732255558
809,8V-3,Venus,8,-3,5,0.3761420881438507
810,8V-1,Venus,8,-1,7,0.180830255
811,8V+1,Venus,8,1,9,0.180830255
812,8V+3,Venus,8,3,11,0.3761420881438507
813,8V+5,Venus,8,5,13,0.5287508732255558
814,8V+7,Venus,8,7,15,0.6617131846664099
815,8V+9,Venus,8,9,17,0.7824070727169873
816,8V+11,Venus,8,11,19,0.8944022536149606
817,8V+13,Venus,8,13,21,0.9997697593951279
818,8V+15,Venus,8,15,23,1.099846137821047
819,8V+17,Venus,8,17,25,1.1955572451374499
820,9V-25,Venus,9,-25,16,1.4293198294638458
821,9V-23,Venus,9,-23,14,1.3520351125346337
822,9V-22,Venus,9,-22,13,1.312556076748445
823,9V-20,Venus,9,-20,11,1.2317504894989464
824,9V-19,Venus,9,-19,10,1.1903421541016492
825,9V-17,Venus,9,-17,8,1.1052707933968486
826,9V-16,Venus,9,-16,7,1.0614903936161133
827,9V-14,Venus,9,-14,5,0.9710794646234938
828,9V-13,Venus,9,-13,4,0.9242688459085778
829,9V-11,Venus,9,-11,2,0.8268585151313982
830,9V-10,Venus,9,-10,1,0.7759541849690181
831,9V-8,Venus,9,-8,1,0.6686970455890678
832,9V-7,Venus,9,-7,2,0.6117417292998919
833,9V-5,Venus,9,-5,4,0.48882050569824304
834,9V-4,Venus,9,-4,5,0.42125274187008915
835,9V-2,Venus,9,-2,7,0.2653725984040284
836,9V-1,Venus,9,-1,8,0.167174261397267
837,9V+1,Venus,9,1,10,0.167174261397267
838,9V+2,Venus,9,2,11,0.2653725984040284
839,9V+4,Venus,9,4,13,0.42125274187008915
840,9V+5,Venus,9,5,14,0.48882050569824304
841,9V+7,Venus,9,7,16,0.6117417292998919
842,9V+8,Venus,9,8,17,0.6686970455890678
843,9V+10,Venus,9,10,19,0.7759541849690181
844,9V+11,Venus,9,11,20,0.8268585151313982
845,9V+13,Venus,9,13,22,0.9242688459085778
846,9V+14,Venus,9,14,23,0.9710794646234938
847,9V+16,Venus,9,16,25,1.0614903936161133
848,10V-23,Venus,10,-23,13,1.2603262352575793
849,10V-21,Venus,10,-21,11,1.186161842649403
850,10V-19,Venus,10,-19,9,1.1096009503295348
851,10V-17,Venus,10,-17,7,1.0303000011372296
852,10V-13,Venus,10,-13,3,0.8615754606742774
853,10V-11,Venus,10,-11,1,0.7707724968123063
854,10V-9,Venus,10,-9,1,0.6742579756751104
855,10V-7,Venus,10,-7,3,0.570247135958715
856,10V-3,Venus,10,-3,7,0.324149425231257
857,10V-1,Venus,10,-1,9,0.1558347897517246
858,10V+1,Venus,10,1,11,0.1558347897517246
859,10V+3,Venus,10,3,13,0.324149425231257
860,10V+7,Venus,10,7,17,0.570247135958715
861,10V+9,Venus,10,9,19,0.6742579756751104
862,10V+11,Venus,10,11,21,0.7707724968123063
863,10V+13,Venus,10,13,23,0.8615754606742774
864,11V-25,Venus,11,-25,14,1.2503433876952
865,11V-24,Venus,11,-24,13,1.21677456764668
866,11V-23,Venus,11,-23,12,1.182736101494893
867,11V-21,Venus,11,-21,10,1.1131375308000573
868,11V-20,Venus,11,-20,9,1.0775132675610093
869,11V-19,Venus,11,-19,8,1.041289997378788
870,11V-18,Venus,11,-18,7,1.0044252751686378
871,11V-17,Venus,11,-17,6,0.9668710946623953
872,11V-16,Venus,11,-16,5,0.9285727850412182
873,11V-15,Venus,11,-15,4,0.8894676048012958
874,11V-14,Venus,11,-14,3,0.8494829236183157
875,11V-13,Venus,11,-13,2,0.8085338327447416
876,11V-12,Venus,11,-12,1,0.7665199453773927
877,11V-10,Venus,11,-10,1,0.6787908236705611
878,11V-9,Venus,11,-9,2,0.6327482736157085
879,11V-8,Venus,11,-8,3,0.584964199116469
880,11V-7,Venus,11,-7,4,0.5351407084964773
881,11V-6,Venus,11,-6,5,0.4828773071726228
882,11V-5,Venus,11,-5,6,0.42761142360900956
883,11V-4,Venus,11,-4,7,0.36850435395086767
884,11V-3,Venus,11,-3,8,0.30419364191167
885,11V-2,Venus,11,-2,9,0.23214319626030455
886,11V-1,Venus,11,-1,10,0.14624104977911725
887,11V+1,Venus,11,1,12,0.14624104977911725
888,11V+2,Venus,11,2,13,0.23214319626030455
889,11V+3,Venus,11,3,14,0.30419364191167
890,11V+4,Venus,11,4,15,0.36850435395086767
891,11V+5,Venus,11,5,16,0.42761142360900956
892,11V+6,Venus,11,6,17,0.4828773071726228
893,11V+7,Venus,11,7,18,0.5351407084964773
894,11V+8,Venus,11,8,19,0.584964199116469
895,11V+9,Venus,11,9,20,0.6327482736157085
896,11V+10,Venus,11,10,21,0.6787908236705611
897,11V+12,Venus,11,12,23,0.7665199453773927
898,11V+13,Venus,11,13,24,0.8085338327447416
899,11V+14,Venus,11,14,25,0.8494829236183157
900,12V-25,Venus,12,-25,13,1.1798775230730236
901,12V-23,Venus,12,-23,11,1.1160803948851052
902,12V-19,Venus,12,-19,7,0.9826057985340406
903,12V-17,Venus,12,-17,5,0.9123809375311094
904,12V-13,Venus,12,-13,1,0.7629671219024804
905,12V-11,Venus,12,-11,1,0.6825566655232285
906,12V-7,Venus,12,-7,5,0.5049816713153085
907,12V-5,Venus,12,-5,7,0.40351243689587
908,12V-1,Venus,12,-1,11,0.13799931225536724
909,12V+1,Venus,12,1,13,0.13799931225536724
910,12V+5,Venus,12,5,17,0.40351243689587
911,12V+7,Venus,12,7,19,0.5049816713153085
912,12V+11,Venus,12,11,23,0.6825566655232285
913,12V+13,Venus,12,13,25,0.7629671219024804
914,13V-25,Venus,13,-25,12,1.1185674834011197
915,13V-24,Venus,13,-24,11,1.088536540756129
916,13V-23,Venus,13,-23,10,1.058085448842553
917,13V-22,Venus,13,-22,9,1.0271896585539477
918,13V-21,Venus,13,-21,8,0.9958219947893889
919,13V-20,Venus,13,-20,7,0.9639522357524142
920,13V-19,Venus,13,-19,6,0.9315466001749951
921,13V-18,Venus,13,-18,5,0.8985671163350397
922,13V-17,Venus,13,-17,4,0.8649708374300168
923,13V-16,Venus,13,-16,3,0.8307088544955176
924,13V-15,Venus,13,-15,2,0.7957250384659484
925,13V-14,Venus,13,-14,1,0.7599544136555223
926,13V-12,Venus,13,-12,1,0.6857350506391977
927,13V-11,Venus,13,-11,2,0.6470889365232231
928,13V-10,Venus,13,-10,3,0.6072518564588459
929,13V-9,Venus,13,-9,4,0.5660618123069259
930,13V-8,Venus,13,-8,5,0.5233137860564799
931,13V-7,Venus,13,-7,6,0.47874128136255417
932,13V-6,Venus,13,-6,7,0.43198601247552604
933,13V-5,Venus,13,-5,8,0.38254469827012005
934,13V-4,Venus,13,-4,9,0.32966702737637066
935,13V-3,Venus,13,-3,10,0.2721341351890323
936,13V-2,Venus,13,-2,11,0.2076772136238794
937,13V-1,Venus,13,-1,12,0.13082844651411998
938,13V+1,Venus,13,1,14,0.13082844651411998
939,13V+2,Venus,13,2,15,0.2076772136238794
940,13V+3,Venus,13,3,16,0.2721341351890323
941,13V+4,Venus,13,4,17,0.32966702737637066
942,13V+5,Venus,13,5,18,0.38254469827012005
943,13V+6,Venus,13,6,19,0.43198601247552604
944,13V+7,Venus,13,7,20,0.47874128136255417
945,13V+8,Venus,13,8,21,0.5233137860564799
946,13V+9,Venus,13,9,22,0.5660618123069259
947,13V+10,Venus,13,10,23,0.6072518564588459
948,13V+11,Venus,13,11,24,0.6470889365232231
949,13V+12,Venus,13,12,25,0.6857350506391977
950,14V-25,Venus,14,-25,11,1.0646472452744755
951,14V-23,Venus,14,-23,9,1.0070807305698077
952,14V-19,Venus,14,-19,5,0.8866416523261855
953,14V-17,Venus,14,-17,3,0.8232751559276211
954,14V-15,Venus,14,-15,1,0.7573673316721142
955,14V-13,Venus,14,-13,1,0.6884535290178567
956,14V-11,Venus,14,-11,3,0.6158961921745684
957,14V-9,Venus,14,-9,5,0.5387749582128096
958,14V-5,Venus,14,-5,9,0.36410423622299176
959,14V-3,Venus,14,-3,11,0.25901598399160547
960,14V-1,Venus,14,-1,13,0.12452189720488122
961,14V+1,Venus,14,1,15,0.12452189720488122
962,14V+3,Venus,14,3,17,0.25901598399160547
963,14V+5,Venus,14,5,19,0.36410423622299176
964,14V+9,Venus,14,9,23,0.5387749582128096
965,14V+11,Venus,14,11,25,0.6158961921745684
966,15V-23,Venus,15,-23,8,0.9618089278419815
967,15V-22,Venus,15,-22,7,0.9337243842308577
968,15V-19,Venus,15,-19,4,0.846784007595287
969,15V-17,Venus,15,-17,2,0.786266056936334
970,15V-16,Venus,15,-16,1,0.7551216147667349
971,15V-14,Venus,15,-14,1,0.69080520916942
972,15V-13,Venus,15,-13,2,0.6575051339121957
973,15V-11,Venus,15,-11,4,0.5882095032462931
974,15V-8,Venus,15,-8,7,0.47569680883760834
975,15V-7,Venus,15,-7,8,0.4351800122047916
976,15V-4,Venus,15,-4,11,0.2996702114111602
977,15V-2,Venus,15,-2,13,0.18878040369168378
978,15V-1,Venus,15,-1,14,0.11892420220940211
979,15V+1,Venus,15,1,16,0.11892420220940211
980,15V+2,Venus,15,2,17,0.18878040369168378
981,15V+4,Venus,15,4,19,0.2996702114111602
982,15V+7,Venus,15,7,22,0.4351800122047916
983,15V+8,Venus,15,8,23,0.47569680883760834
984,16V-25,Venus,16,-25,9,0.9739674359482786
985,16V-23,Venus,16,-23,7,0.9213040669570508
986,16V-21,Venus,16,-21,5,0.8670895670745282
987,16V-19,Venus,16,-19,3,0.8111232152753532
988,16V-17,Venus,16,-17,1,0.753153869751499
989,16V-15,Venus,16,-15,1,0.6928596503431573
990,16V-13,Venus,16,-13,3,0.6298154824551272
991,16V-11,Venus,16,-11,5,0.5634381132014509
992,16V-9,Venus,16,-9,7,0.49288557025138047
993,16V-7,Venus,16,-7,9,0.4168531851770917
994,16V-5,Venus,16,-5,11,0.3330921776635866
995,16V-3,Venus,16,-3,13,0.23695466730192516
996,16V-1,Venus,16,-1,15,0.11391592236617881
997,16V+1,Venus,16,1,17,0.11391592236617881
998,16V+3,Venus,16,3,19,0.23695466730192516
999,16V+5,Venus,16,5,21,0.3330921776635866
1000,16V+7,Venus,16,7,23,0.4168531851770917
1001,16V+9,Venus,16,9,25,0.49288557025138047
1002,17V-25,Venus,17,-25,8,0.9353880362446235
1003,17V-24,Venus,17,-24,7,0.9102750369092053
1004,17V-23,Venus,17,-23,6,0.8848106930146938
1005,17V-22,Venus,17,-22,5,0.8589744756785594
1006,17V-21,Venus,17,-21,4,0.8327436600633065
1007,17V-20,Venus,17,-20,3,0.8060929735704871
1008,17V-19,Venus,17,-19,2,0.7789941670381761
1009,17V-18,Venus,17,-18,1,0.7514154870897667
1010,17V-16,Venus,17,-16,1,0.6946698662604848
1011,17V-15,Venus,17,-15,2,0.6654150886437218
1012,17V-14,Venus,17,-14,3,0.6355023520469714
1013,17V-13,Venus,17,-13,4,0.6048681358187072
1014,17V-12,Venus,17,-12,5,0.5734373400978702
